,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM
641,25.651,29.92,35.421,42.74,54.349,45.8,24.43,39.08,54.34,53.74,28.09,43.97,42.14,45.8,40.92,43.97,37.25,45.18,25.651,54.34,25.651,29.92,35.421,42.74,54.349,45.8,24.43,39.08,54.34,53.74,28.09,43.97,42.14,45.8,40.92,43.97,37.25,45.18,25.651,54.34
642,26.261,30.53,35.421,42.74,55.571,45.8,26.26,39.69,56.18,54.96,28.7,44.58,43.36,46.41,41.53,44.58,38.47,45.18,26.261,56.18,26.261,30.53,35.421,42.74,55.571,45.8,26.26,39.69,56.18,54.96,28.7,44.58,43.36,46.41,41.53,44.58,38.47,45.18,26.261,56.18
643,26.871,31.14,36.032,42.74,56.792,45.8,26.26,40.3,58.01,56.18,29.31,46.41,43.36,46.41,43.36,45.8,39.69,45.79,26.871,58.01,26.871,31.14,36.032,42.74,56.792,45.8,26.26,40.3,58.01,56.18,29.31,46.41,43.36,46.41,43.36,45.8,39.69,45.79,26.871,58.01
644,26.871,31.14,35.421,42.74,58.01,45.8,28.7,41.52,59.23,57.41,30.53,47.02,43.36,47.02,43.97,47.02,40.92,45.79,26.871,59.23,26.871,31.14,35.421,42.74,58.01,45.8,28.7,41.52,59.23,57.41,30.53,47.02,43.36,47.02,43.97,47.02,40.92,45.79,26.871,59.23
645,26.871,31.75,35.421,43.35,58.62,45.19,29.92,42.75,60.45,58.63,31.14,48.24,45.19,47.63,45.19,47.02,42.14,46.4,26.871,60.45,26.871,31.75,35.421,43.35,58.62,45.19,29.92,42.75,60.45,58.63,31.14,48.24,45.19,47.63,45.19,47.02,42.14,46.4,26.871,60.45
646,26.871,32.36,36.032,43.96,60.46,45.8,31.14,42.75,61.06,59.24,32.36,48.85,45.8,47.63,45.19,48.86,43.36,47.02,26.871,61.06,26.871,32.36,36.032,43.96,60.46,45.8,31.14,42.75,61.06,59.24,32.36,48.85,45.8,47.63,45.19,48.86,43.36,47.02,26.871,61.06
647,27.481,31.75,36.032,43.96,61.07,45.8,32.36,43.97,61.67,60.459,32.36,50.08,46.41,48.24,46.41,49.47,43.97,46.4,27.481,61.67,27.481,31.75,36.032,43.96,61.07,45.8,32.36,43.97,61.67,60.459,32.36,50.08,46.41,48.24,46.41,49.47,43.97,46.4,27.481,61.67
648,28.091,31.75,35.421,43.96,62.29,46.41,34.2,45.188,61.67,61.68,32.98,50.69,48.24,48.85,47.63,50.08,45.19,46.4,28.091,61.67,28.091,31.75,35.421,43.96,62.29,46.41,34.2,45.188,61.67,61.68,32.98,50.69,48.24,48.85,47.63,50.08,45.19,46.4,28.091,61.67
649,27.481,32.36,36.032,44.58,62.9,45.8,34.81,46.409,62.28,62.901,33.59,51.3,49.47,48.85,47.63,50.69,45.8,47.63,27.481,62.28,27.481,32.36,36.032,44.58,62.9,45.8,34.81,46.409,62.28,62.901,33.59,51.3,49.47,48.85,47.63,50.69,45.8,47.63,27.481,62.28
650,28.701,31.75,36.032,43.96,63.51,45.8,36.638,46.409,61.67,63.512,34.81,52.52,50.69,49.46,48.24,50.69,46.41,47.63,28.701,61.67,28.701,31.75,36.032,43.96,63.51,45.8,36.638,46.409,61.67,63.512,34.81,52.52,50.69,49.46,48.24,50.69,46.41,47.63,28.701,61.67
651,28.091,31.14,36.032,43.96,64.12,45.8,37.249,47.02,61.67,64.73,34.81,53.13,51.91,48.85,48.85,51.3,47.02,47.02,28.091,61.67,28.091,31.14,36.032,43.96,64.12,45.8,37.249,47.02,61.67,64.73,34.81,53.13,51.91,48.85,48.85,51.3,47.02,47.02,28.091,61.67
652,28.091,31.75,36.032,43.96,64.73,46.41,38.47,47.631,61.06,65.95,34.81,53.13,54.35,50.07,49.47,51.91,47.63,47.63,28.091,61.06,28.091,31.75,36.032,43.96,64.73,46.41,38.47,47.631,61.06,65.95,34.81,53.13,54.35,50.07,49.47,51.91,47.63,47.63,28.091,61.06
653,28.701,31.14,36.032,43.96,65.34,46.41,39.691,47.631,61.06,66.57,36.03,54.35,54.35,50.07,50.08,51.91,48.24,47.02,28.701,61.06,28.701,31.14,36.032,43.96,65.34,46.41,39.691,47.631,61.06,66.57,36.03,54.35,54.35,50.07,50.08,51.91,48.24,47.02,28.701,61.06
654,28.701,31.14,36.032,43.96,65.95,46.41,40.302,48.241,60.45,67.18,36.64,54.96,53.74,50.68,50.69,52.52,48.85,47.63,28.701,60.45,28.701,31.14,36.032,43.96,65.95,46.41,40.302,48.241,60.45,67.18,36.64,54.96,53.74,50.68,50.69,52.52,48.85,47.63,28.701,60.45
655,28.701,31.14,35.421,43.96,66.56,46.41,42.13,48.852,60.45,67.79,36.64,55.57,54.35,51.9,51.3,52.52,49.46,47.63,28.701,60.45,28.701,31.14,35.421,43.96,66.56,46.41,42.13,48.852,60.45,67.79,36.64,55.57,54.35,51.9,51.3,52.52,49.46,47.63,28.701,60.45
656,28.701,31.75,35.421,44.58,67.17,46.41,43.36,48.852,59.84,68.4,36.64,56.18,55.57,51.9,51.3,53.74,50.07,47.02,28.701,59.84,28.701,31.75,35.421,44.58,67.17,46.41,43.36,48.852,59.84,68.4,36.64,56.18,55.57,51.9,51.3,53.74,50.07,47.02,28.701,59.84
657,29.311,31.14,35.421,44.58,67.78,46.41,43.97,48.852,58.62,68.4,37.25,56.79,56.18,51.9,51.91,54.35,50.69,47.02,29.311,58.62,29.311,31.14,35.421,44.58,67.78,46.41,43.97,48.852,58.62,68.4,37.25,56.79,56.18,51.9,51.91,54.35,50.69,47.02,29.311,58.62
658,29.311,31.75,35.421,45.19,67.78,47.02,45.19,48.852,58.62,68.4,37.86,56.79,56.18,53.12,51.91,54.35,51.3,47.63,29.311,58.62,29.311,31.75,35.421,45.19,67.78,47.02,45.19,48.852,58.62,68.4,37.86,56.79,56.18,53.12,51.91,54.35,51.3,47.63,29.311,58.62
659,29.311,31.75,35.421,44.58,68.39,46.41,46.41,49.46,58.01,69.01,38.47,57.4,56.79,53.12,52.52,54.96,51.3,48.24,29.311,58.01,29.311,31.75,35.421,44.58,68.39,46.41,46.41,49.46,58.01,69.01,38.47,57.4,56.79,53.12,52.52,54.96,51.3,48.24,29.311,58.01
660,29.311,31.14,36.032,44.58,69,46.41,47.02,50.07,57.4,69.01,38.47,57.4,58.62,53.12,53.13,55.57,52.52,47.63,29.311,57.4,29.311,31.14,36.032,44.58,69,46.41,47.02,50.07,57.4,69.01,38.47,57.4,58.62,53.12,53.13,55.57,52.52,47.63,29.311,57.4
661,29.921,31.75,36.032,44.58,69,47.02,47.63,49.46,58.01,69.01,38.47,58.63,59.24,53.73,53.13,55.57,53.13,48.24,29.921,58.01,29.921,31.75,36.032,44.58,69,47.02,47.63,49.46,58.01,69.01,38.47,58.63,59.24,53.73,53.13,55.57,53.13,48.24,29.921,58.01
662,29.311,31.75,36.032,45.19,69.62,47.02,48.85,50.68,57.4,68.4,39.08,59.24,59.85,54.35,53.74,56.18,53.74,48.24,29.311,57.4,29.311,31.75,36.032,45.19,69.62,47.02,48.85,50.68,57.4,68.4,39.08,59.24,59.85,54.35,53.74,56.18,53.74,48.24,29.311,57.4
663,29.311,32.36,36.64,45.19,69.62,47.02,49.46,51.29,56.79,68.4,39.69,58.63,59.85,53.12,53.74,56.8,54.35,47.63,29.311,56.79,29.311,32.36,36.64,45.19,69.62,47.02,49.46,51.29,56.79,68.4,39.69,58.63,59.85,53.12,53.74,56.8,54.35,47.63,29.311,56.79
664,29.921,31.75,36.64,45.19,70.23,46.41,50.07,51.91,56.79,68.4,39.69,59.85,59.85,54.35,54.35,56.18,54.96,47.63,29.921,56.79,29.921,31.75,36.64,45.19,70.23,46.41,50.07,51.91,56.79,68.4,39.69,59.85,59.85,54.35,54.35,56.18,54.96,47.63,29.921,56.79
665,29.311,31.75,35.421,45.8,70.84,47.63,50.68,51.91,56.79,67.79,40.3,59.85,60.46,53.73,54.35,56.8,54.96,47.63,29.311,56.79,29.311,31.75,35.421,45.8,70.84,47.63,50.68,51.91,56.79,67.79,40.3,59.85,60.46,53.73,54.35,56.8,54.96,47.63,29.311,56.79
666,29.921,32.36,36.032,45.8,71.45,47.63,51.9,51.91,56.18,67.79,40.91,60.46,61.07,54.96,54.96,56.8,54.96,47.02,29.921,56.18,29.921,32.36,36.032,45.8,71.45,47.63,51.9,51.91,56.18,67.79,40.91,60.46,61.07,54.96,54.96,56.8,54.96,47.02,29.921,56.18
667,29.311,32.36,36.64,45.19,71.45,47.63,51.9,52.52,56.18,67.79,40.3,59.85,61.68,54.35,54.35,56.8,54.96,47.02,29.311,56.18,29.311,32.36,36.64,45.19,71.45,47.63,51.9,52.52,56.18,67.79,40.3,59.85,61.68,54.35,54.35,56.8,54.96,47.02,29.311,56.18
668,29.311,31.75,36.032,45.8,71.45,47.63,52.51,52.52,56.18,67.18,40.3,61.07,61.68,54.35,54.96,57.41,54.96,47.63,29.311,56.18,29.311,31.75,36.032,45.8,71.45,47.63,52.51,52.52,56.18,67.18,40.3,61.07,61.68,54.35,54.96,57.41,54.96,47.63,29.311,56.18
669,29.311,31.75,36.64,45.19,70.84,47.02,53.74,52.52,55.56,66.57,40.91,61.07,61.68,54.96,54.96,57.41,55.57,47.63,29.311,55.56,29.311,31.75,36.64,45.19,70.84,47.02,53.74,52.52,55.56,66.57,40.91,61.07,61.68,54.96,54.96,57.41,55.57,47.63,29.311,55.56
670,29.311,31.75,36.64,45.8,71.45,47.63,53.74,53.13,55.56,66.57,40.91,61.68,62.9,54.96,55.57,57.41,55.57,47.02,29.311,55.56,29.311,31.75,36.64,45.8,71.45,47.63,53.74,53.13,55.56,66.57,40.91,61.68,62.9,54.96,55.57,57.41,55.57,47.02,29.311,55.56
671,29.311,31.75,36.64,46.41,72.06,47.02,53.74,52.52,54.95,66.57,40.91,62.29,62.9,55.57,55.57,58.02,56.18,47.02,29.311,54.95,29.311,31.75,36.64,46.41,72.06,47.02,53.74,52.52,54.95,66.57,40.91,62.29,62.9,55.57,55.57,58.02,56.18,47.02,29.311,54.95
672,29.921,31.75,36.64,45.19,72.06,47.63,54.35,52.52,54.95,65.95,40.91,62.29,63.51,56.18,55.57,58.02,56.18,47.02,29.921,54.95,29.921,31.75,36.64,45.19,72.06,47.63,54.35,52.52,54.95,65.95,40.91,62.29,63.51,56.18,55.57,58.02,56.18,47.02,29.921,54.95
673,29.311,31.14,36.64,45.8,72.67,47.63,54.96,52.52,54.34,66.57,41.52,62.9,63.51,56.79,55.57,58.63,56.18,46.4,29.311,54.34,29.311,31.14,36.64,45.8,72.67,47.63,54.96,52.52,54.34,66.57,41.52,62.9,63.51,56.79,55.57,58.63,56.18,46.4,29.311,54.34
674,29.921,31.75,36.64,45.19,72.06,47.63,55.57,52.52,54.34,65.95,41.52,62.9,63.51,56.79,55.57,58.02,56.18,47.02,29.921,54.34,29.921,31.75,36.64,45.19,72.06,47.63,55.57,52.52,54.34,65.95,41.52,62.9,63.51,56.79,55.57,58.02,56.18,47.02,29.921,54.34
675,29.311,31.14,36.64,45.19,72.06,48.24,56.18,52.52,54.34,65.34,41.52,64.12,64.12,57.4,56.18,58.02,55.57,47.63,29.311,54.34,29.311,31.14,36.64,45.19,72.06,48.24,56.18,52.52,54.34,65.34,41.52,64.12,64.12,57.4,56.18,58.02,55.57,47.63,29.311,54.34
676,29.311,31.14,37.25,45.19,72.67,48.24,55.57,53.13,54.34,64.73,41.52,63.51,64.12,56.79,55.57,58.02,56.18,47.63,29.311,54.34,29.311,31.14,37.25,45.19,72.67,48.24,55.57,53.13,54.34,64.73,41.52,63.51,64.12,56.79,55.57,58.02,56.18,47.63,29.311,54.34
677,29.311,30.53,36.64,45.19,72.67,48.24,56.79,53.13,53.73,64.73,42.13,63.51,64.12,57.4,55.57,58.02,56.18,48.24,29.311,53.73,29.311,30.53,36.64,45.19,72.67,48.24,56.79,53.13,53.73,64.73,42.13,63.51,64.12,57.4,55.57,58.02,56.18,48.24,29.311,53.73
678,29.311,30.53,36.64,45.19,72.67,48.24,56.18,52.52,53.12,64.73,41.52,64.12,64.12,57.4,56.79,58.02,56.18,48.85,29.311,53.12,29.311,30.53,36.64,45.19,72.67,48.24,56.18,52.52,53.12,64.73,41.52,64.12,64.12,57.4,56.79,58.02,56.18,48.85,29.311,53.12
679,28.701,30.53,36.64,45.8,72.67,48.85,56.79,53.13,53.73,64.73,42.13,64.12,64.73,58.01,56.18,58.63,56.18,48.85,28.701,53.73,28.701,30.53,36.64,45.8,72.67,48.85,56.79,53.13,53.73,64.73,42.13,64.12,64.73,58.01,56.18,58.63,56.18,48.85,28.701,53.73
680,28.701,30.53,37.25,45.19,72.67,48.24,57.4,53.74,53.12,64.73,42.13,64.12,65.34,57.4,56.79,58.02,55.57,48.85,28.701,53.12,28.701,30.53,37.25,45.19,72.67,48.24,57.4,53.74,53.12,64.73,42.13,64.12,65.34,57.4,56.79,58.02,55.57,48.85,28.701,53.12
681,28.701,30.53,37.25,45.19,72.67,48.24,58.01,53.74,52.51,64.73,42.13,63.51,65.34,57.4,56.18,58.63,56.18,48.24,28.701,52.51,28.701,30.53,37.25,45.19,72.67,48.24,58.01,53.74,52.51,64.73,42.13,63.51,65.34,57.4,56.18,58.63,56.18,48.24,28.701,52.51
682,28.701,31.14,37.86,45.8,72.67,48.85,57.4,53.74,53.12,63.512,42.13,64.12,66.56,57.4,56.18,58.02,55.57,48.24,28.701,53.12,28.701,31.14,37.86,45.8,72.67,48.85,57.4,53.74,53.12,63.512,42.13,64.12,66.56,57.4,56.18,58.02,55.57,48.24,28.701,53.12
683,28.701,31.14,37.25,45.8,72.67,49.47,58.01,54.35,53.12,64.12,42.13,64.12,66.56,56.79,56.18,58.63,56.18,48.24,28.701,53.12,28.701,31.14,37.25,45.8,72.67,49.47,58.01,54.35,53.12,64.12,42.13,64.12,66.56,56.79,56.18,58.63,56.18,48.24,28.701,53.12
684,28.091,31.14,37.25,46.41,73.28,49.47,58.01,53.74,52.51,63.512,42.13,64.73,66.56,56.79,56.18,58.02,55.57,48.24,28.091,52.51,28.091,31.14,37.25,46.41,73.28,49.47,58.01,53.74,52.51,63.512,42.13,64.73,66.56,56.79,56.18,58.02,55.57,48.24,28.091,52.51
685,28.701,31.14,37.25,45.8,72.06,48.24,58.01,53.74,52.51,63.512,42.13,64.73,66.56,57.4,56.79,58.63,56.18,47.63,28.701,52.51,28.701,31.14,37.25,45.8,72.06,48.24,58.01,53.74,52.51,63.512,42.13,64.73,66.56,57.4,56.79,58.63,56.18,47.63,28.701,52.51
686,28.091,31.14,37.86,45.8,72.06,49.47,58.62,54.35,52.51,62.901,42.13,64.12,67.17,57.4,56.18,58.63,55.57,47.02,28.091,52.51,28.091,31.14,37.86,45.8,72.06,49.47,58.62,54.35,52.51,62.901,42.13,64.12,67.17,57.4,56.18,58.63,55.57,47.02,28.091,52.51
687,28.091,31.14,37.86,46.41,72.67,48.85,58.62,53.74,51.9,62.901,42.13,64.12,67.78,58.01,56.79,58.63,56.18,47.02,28.091,51.9,28.091,31.14,37.86,46.41,72.67,48.85,58.62,53.74,51.9,62.901,42.13,64.12,67.78,58.01,56.79,58.63,56.18,47.02,28.091,51.9
688,28.091,30.53,37.86,45.8,72.06,49.47,58.62,53.74,51.29,62.291,42.75,64.73,68.4,57.4,56.79,58.63,56.18,47.02,28.091,51.29,28.091,30.53,37.86,45.8,72.06,49.47,58.62,53.74,51.29,62.291,42.75,64.73,68.4,57.4,56.79,58.63,56.18,47.02,28.091,51.29
689,28.091,30.53,37.86,45.19,72.67,48.85,59.23,53.13,51.9,62.291,42.13,65.34,68.4,58.62,56.18,58.63,55.57,46.4,28.091,51.9,28.091,30.53,37.86,45.19,72.67,48.85,59.23,53.13,51.9,62.291,42.13,65.34,68.4,58.62,56.18,58.63,55.57,46.4,28.091,51.9
690,27.481,30.53,38.47,45.8,72.06,48.85,59.23,53.13,51.9,61.68,42.75,65.95,69.01,58.62,56.79,59.24,56.18,46.4,27.481,51.9,27.481,30.53,38.47,45.8,72.06,48.85,59.23,53.13,51.9,61.68,42.75,65.95,69.01,58.62,56.79,59.24,56.18,46.4,27.481,51.9
691,27.481,29.92,38.47,45.8,72.06,49.47,58.62,53.13,51.9,61.68,42.75,65.95,69.01,59.23,56.79,59.24,55.57,45.79,27.481,51.9,27.481,29.92,38.47,45.8,72.06,49.47,58.62,53.13,51.9,61.68,42.75,65.95,69.01,59.23,56.79,59.24,55.57,45.79,27.481,51.9
692,27.481,29.92,38.47,45.8,71.45,50.08,59.23,53.13,51.29,61.069,42.75,65.34,69.01,58.62,56.18,58.63,56.18,45.79,27.481,51.29,27.481,29.92,38.47,45.8,71.45,50.08,59.23,53.13,51.29,61.069,42.75,65.34,69.01,58.62,56.18,58.63,56.18,45.79,27.481,51.29
693,27.481,29.92,38.47,45.8,71.45,50.08,59.23,53.74,51.29,60.459,42.13,65.95,70.23,58.62,56.18,58.63,55.57,45.79,27.481,51.29,27.481,29.92,38.47,45.8,71.45,50.08,59.23,53.74,51.29,60.459,42.13,65.95,70.23,58.62,56.18,58.63,55.57,45.79,27.481,51.29
694,27.481,29.31,38.47,45.8,72.06,50.08,59.23,53.13,50.68,59.848,42.75,65.95,70.84,59.23,56.18,58.63,55.57,45.18,27.481,50.68,27.481,29.31,38.47,45.8,72.06,50.08,59.23,53.13,50.68,59.848,42.75,65.95,70.84,59.23,56.18,58.63,55.57,45.18,27.481,50.68
695,26.871,29.92,37.86,45.8,71.45,50.69,58.62,53.74,50.68,59.848,42.75,65.95,71.45,58.62,56.18,58.63,55.57,45.18,26.871,50.68,26.871,29.92,37.86,45.8,71.45,50.69,58.62,53.74,50.68,59.848,42.75,65.95,71.45,58.62,56.18,58.63,55.57,45.18,26.871,50.68
696,27.481,29.31,38.47,45.8,71.45,50.69,59.23,53.74,50.68,59.848,42.13,65.95,72.06,59.23,56.18,58.63,55.57,45.18,27.481,50.68,27.481,29.31,38.47,45.8,71.45,50.69,59.23,53.74,50.68,59.848,42.13,65.95,72.06,59.23,56.18,58.63,55.57,45.18,27.481,50.68
697,26.871,29.31,38.47,45.8,71.45,50.08,59.23,54.35,50.07,59.24,42.75,65.34,72.06,58.62,55.57,59.24,55.57,45.18,26.871,50.07,26.871,29.31,38.47,45.8,71.45,50.08,59.23,54.35,50.07,59.24,42.75,65.34,72.06,58.62,55.57,59.24,55.57,45.18,26.871,50.07
698,26.871,30.53,39.09,45.8,70.84,50.69,59.23,54.35,50.07,58.63,42.13,65.34,72.67,58.01,56.18,59.24,55.57,45.18,26.871,50.07,26.871,30.53,39.09,45.8,70.84,50.69,59.23,54.35,50.07,58.63,42.13,65.34,72.67,58.01,56.18,59.24,55.57,45.18,26.871,50.07
699,26.871,29.92,39.09,45.8,70.23,50.08,59.23,53.74,50.07,58.63,42.13,65.34,72.06,58.62,55.57,59.24,54.96,45.18,26.871,50.07,26.871,29.92,39.09,45.8,70.23,50.08,59.23,53.74,50.07,58.63,42.13,65.34,72.06,58.62,55.57,59.24,54.96,45.18,26.871,50.07
700,26.871,29.92,39.09,46.41,70.84,51.3,59.23,53.74,50.07,58.63,42.13,65.34,72.67,58.62,55.57,59.24,54.96,44.57,26.871,50.07,26.871,29.92,39.09,46.41,70.84,51.3,59.23,53.74,50.07,58.63,42.13,65.34,72.67,58.62,55.57,59.24,54.96,44.57,26.871,50.07
701,26.261,29.31,39.09,46.41,70.23,51.3,59.84,53.13,49.46,58.02,42.13,65.34,72.06,58.01,55.57,59.24,54.96,44.57,26.261,49.46,26.261,29.31,39.09,46.41,70.23,51.3,59.84,53.13,49.46,58.02,42.13,65.34,72.06,58.01,55.57,59.24,54.96,44.57,26.261,49.46
702,26.871,30.53,39.09,45.8,70.23,51.3,59.84,53.74,49.46,58.02,42.13,65.34,72.06,58.01,55.57,59.85,55.57,44.57,26.871,49.46,26.871,30.53,39.09,45.8,70.23,51.3,59.84,53.74,49.46,58.02,42.13,65.34,72.06,58.01,55.57,59.85,55.57,44.57,26.871,49.46
703,26.261,29.92,39.7,46.41,70.23,50.69,59.84,53.13,48.85,57.41,42.13,65.34,72.06,58.01,54.96,59.85,55.57,43.35,26.261,48.85,26.261,29.92,39.7,46.41,70.23,50.69,59.84,53.13,48.85,57.41,42.13,65.34,72.06,58.01,54.96,59.85,55.57,43.35,26.261,48.85
704,26.261,29.92,39.7,46.41,69.62,50.69,59.84,53.13,48.85,56.79,42.13,65.95,72.06,58.62,54.96,59.85,54.96,43.35,26.261,48.85,26.261,29.92,39.7,46.41,69.62,50.69,59.84,53.13,48.85,56.79,42.13,65.95,72.06,58.62,54.96,59.85,54.96,43.35,26.261,48.85
705,26.261,29.31,39.7,45.8,69.62,51.3,59.23,53.13,49.46,57.41,42.13,65.95,72.06,58.62,54.96,59.85,54.96,43.35,26.261,49.46,26.261,29.31,39.7,45.8,69.62,51.3,59.23,53.13,49.46,57.41,42.13,65.95,72.06,58.62,54.96,59.85,54.96,43.35,26.261,49.46
706,25.651,29.31,40.31,46.41,69,51.3,59.23,53.13,48.85,56.79,42.13,65.95,72.67,58.62,54.96,59.85,54.35,43.35,25.651,48.85,25.651,29.31,40.31,46.41,69,51.3,59.23,53.13,48.85,56.79,42.13,65.95,72.67,58.62,54.96,59.85,54.35,43.35,25.651,48.85
707,25.651,28.7,40.31,46.41,68.39,51.91,59.84,53.13,48.24,56.18,41.52,65.95,72.06,58.62,54.35,59.24,54.35,42.74,25.651,48.24,25.651,28.7,40.31,46.41,68.39,51.91,59.84,53.13,48.24,56.18,41.52,65.95,72.06,58.62,54.35,59.24,54.35,42.74,25.651,48.24
708,26.261,29.31,40.92,45.8,68.39,51.91,59.84,52.52,48.85,55.57,42.13,65.95,72.06,59.23,54.35,59.24,54.35,42.74,26.261,48.85,26.261,29.31,40.92,45.8,68.39,51.91,59.84,52.52,48.85,55.57,42.13,65.95,72.06,59.23,54.35,59.24,54.35,42.74,26.261,48.85
709,25.041,29.31,40.92,45.8,68.39,51.91,59.84,52.52,48.24,55.57,41.52,65.95,72.06,59.23,54.35,59.24,53.74,42.13,25.041,48.24,25.041,29.31,40.92,45.8,68.39,51.91,59.84,52.52,48.24,55.57,41.52,65.95,72.06,59.23,54.35,59.24,53.74,42.13,25.041,48.24
710,25.041,28.7,40.92,45.19,67.78,51.91,59.23,53.13,48.24,54.96,41.52,65.34,72.67,59.23,54.35,59.24,53.74,42.13,25.041,48.24,25.041,28.7,40.92,45.19,67.78,51.91,59.23,53.13,48.24,54.96,41.52,65.34,72.67,59.23,54.35,59.24,53.74,42.13,25.041,48.24
711,25.041,28.09,40.92,45.8,67.17,51.91,59.23,52.52,48.24,54.96,41.52,65.34,71.45,59.23,53.74,58.63,53.13,42.13,25.041,48.24,25.041,28.09,40.92,45.8,67.17,51.91,59.23,52.52,48.24,54.96,41.52,65.34,71.45,59.23,53.74,58.63,53.13,42.13,25.041,48.24
712,25.041,28.09,40.92,45.8,66.56,52.52,59.23,52.52,47.63,54.96,41.52,65.34,72.06,59.23,53.74,58.63,53.13,42.13,25.041,47.63,25.041,28.09,40.92,45.8,66.56,52.52,59.23,52.52,47.63,54.96,41.52,65.34,72.06,59.23,53.74,58.63,53.13,42.13,25.041,47.63
713,24.431,28.7,40.92,45.8,67.17,51.91,59.84,52.52,48.24,54.35,41.52,65.95,71.45,58.62,53.74,58.63,51.91,41.52,24.431,48.24,24.431,28.7,40.92,45.8,67.17,51.91,59.84,52.52,48.24,54.35,41.52,65.95,71.45,58.62,53.74,58.63,51.91,41.52,24.431,48.24
714,24.431,28.7,41.53,45.8,66.56,52.52,59.23,52.52,47.63,53.74,40.91,65.95,71.45,59.23,53.13,59.24,52.52,41.52,24.431,47.63,24.431,28.7,41.53,45.8,66.56,52.52,59.23,52.52,47.63,53.74,40.91,65.95,71.45,59.23,53.13,59.24,52.52,41.52,24.431,47.63
715,24.431,28.09,40.92,45.8,66.56,53.13,59.84,52.52,47.63,53.13,41.52,65.95,72.06,58.62,53.74,58.63,51.3,40.91,24.431,47.63,24.431,28.09,40.92,45.8,66.56,53.13,59.84,52.52,47.63,53.13,41.52,65.95,72.06,58.62,53.74,58.63,51.3,40.91,24.431,47.63
716,23.811,28.7,41.53,45.8,66.56,52.52,59.23,51.91,47.63,52.52,40.91,65.95,71.45,58.62,52.52,58.02,51.3,40.91,23.811,47.63,23.811,28.7,41.53,45.8,66.56,52.52,59.23,51.91,47.63,52.52,40.91,65.95,71.45,58.62,52.52,58.02,51.3,40.91,23.811,47.63
717,24.431,28.7,41.53,45.8,65.95,53.13,59.23,52.52,47.02,53.13,40.91,65.95,71.45,57.4,53.13,58.63,51.3,40.3,24.431,47.02,24.431,28.7,41.53,45.8,65.95,53.13,59.23,52.52,47.02,53.13,40.91,65.95,71.45,57.4,53.13,58.63,51.3,40.3,24.431,47.02
718,23.811,28.7,41.53,46.41,65.95,53.13,59.23,51.91,47.02,51.91,41.52,65.95,71.45,58.01,53.13,58.02,50.69,40.3,23.811,47.02,23.811,28.7,41.53,46.41,65.95,53.13,59.23,51.91,47.02,51.91,41.52,65.95,71.45,58.01,53.13,58.02,50.69,40.3,23.811,47.02
719,23.201,28.7,41.53,46.41,64.73,53.74,59.23,52.52,47.02,52.52,40.91,65.95,71.45,58.01,52.52,57.41,51.3,39.69,23.201,47.02,23.201,28.7,41.53,46.41,64.73,53.74,59.23,52.52,47.02,52.52,40.91,65.95,71.45,58.01,52.52,57.41,51.3,39.69,23.201,47.02
720,23.201,28.7,41.53,46.41,64.73,53.13,59.23,52.52,47.02,51.3,40.91,65.95,71.45,58.01,52.52,58.02,50.07,39.69,23.201,47.02,23.201,28.7,41.53,46.41,64.73,53.13,59.23,52.52,47.02,51.3,40.91,65.95,71.45,58.01,52.52,58.02,50.07,39.69,23.201,47.02
721,23.201,28.7,42.14,45.8,64.12,53.74,59.23,51.91,47.02,51.3,40.91,65.95,72.06,57.4,52.52,56.8,50.07,39.08,23.201,47.02,23.201,28.7,42.14,45.8,64.12,53.74,59.23,51.91,47.02,51.3,40.91,65.95,72.06,57.4,52.52,56.8,50.07,39.08,23.201,47.02
722,23.201,28.7,42.14,46.41,64.12,53.74,59.23,51.91,46.4,51.3,40.91,65.34,71.45,58.01,52.52,57.41,50.07,39.08,23.201,46.4,23.201,28.7,42.14,46.41,64.12,53.74,59.23,51.91,46.4,51.3,40.91,65.34,71.45,58.01,52.52,57.41,50.07,39.08,23.201,46.4
723,23.201,28.7,42.14,46.41,63.51,53.74,58.62,51.91,46.4,51.3,40.91,65.34,70.84,57.4,51.91,57.41,49.46,39.08,23.201,46.4,23.201,28.7,42.14,46.41,63.51,53.74,58.62,51.91,46.4,51.3,40.91,65.34,70.84,57.4,51.91,57.41,49.46,39.08,23.201,46.4
724,23.201,28.7,42.14,45.8,62.9,53.74,58.62,51.91,46.4,50.69,40.3,65.95,71.45,57.4,51.91,56.8,49.46,39.08,23.201,46.4,23.201,28.7,42.14,45.8,62.9,53.74,58.62,51.91,46.4,50.69,40.3,65.95,71.45,57.4,51.91,56.8,49.46,39.08,23.201,46.4
725,22.591,28.09,42.14,45.8,62.9,53.74,58.62,50.68,46.4,50.69,40.91,65.34,70.84,57.4,51.3,57.41,49.46,38.47,22.591,46.4,22.591,28.09,42.14,45.8,62.9,53.74,58.62,50.68,46.4,50.69,40.91,65.34,70.84,57.4,51.3,57.41,49.46,38.47,22.591,46.4
